iter	Logloss
518	0.3924921117
519	0.3923224299
520	0.3922223605
521	0.3921545422
522	0.3920034193
523	0.3918601546
524	0.39172286
525	0.3916610461
526	0.3915284322
527	0.3914096119
528	0.3913045577
529	0.3912093988
530	0.3911076419
531	0.390990472
532	0.3908411734
533	0.3907265765
534	0.3906616254
535	0.3904605605
536	0.3903074051
537	0.3901347693
538	0.3900160359
539	0.3898945502
540	0.3897999393
541	0.3897161937
542	0.3896552362
543	0.3894717599
544	0.3893157755
545	0.3892246574
546	0.3890324461
547	0.3889206344
548	0.3888546331
549	0.3887004086
550	0.388580954
551	0.3884534108
552	0.3883529617
553	0.3882499765
554	0.3881487846
555	0.3880336366
556	0.3879455622
557	0.3878092188
558	0.3876045863
559	0.3875364098
560	0.3873921801
561	0.3873164274
562	0.3871800425
563	0.3871035492
564	0.3869765649
565	0.386898967
566	0.3867861193
567	0.3866837333
568	0.3866284838
569	0.3865600148
570	0.3864509321
571	0.3862869882
572	0.3861362607
573	0.3860490486
574	0.3859346818
575	0.3858243913
576	0.3857336579
577	0.3856201603
578	0.3854671747
579	0.3853596776
580	0.3852108497
581	0.3851307005
582	0.3850420679
583	0.3849368227
584	0.384801018
585	0.384642651
586	0.3845392397
587	0.3844677577
588	0.3843931662
589	0.3842833167
590	0.3841929843
591	0.3841370674
592	0.3840215604
593	0.3839067788
594	0.38381769
595	0.3836543214
596	0.3835379168
597	0.3834238276
598	0.3833352644
599	0.3831978383
600	0.3831103971
601	0.3830662808
602	0.3829426283
603	0.3828061914
604	0.3826687244
605	0.382572214
606	0.3824978407
607	0.3823889869
608	0.382315085
609	0.3822328785
610	0.3820819434
611	0.3819750577
612	0.3818788075
613	0.3817836128
614	0.3816869966
615	0.3815867885
616	0.3815013518
617	0.3814033665
618	0.3812830183
619	0.3811307364
620	0.3810388121
621	0.3809542484
622	0.3808112746
623	0.380716641
624	0.3806152871
625	0.3805230092
626	0.3804545566
627	0.3803778172
628	0.3802371065
629	0.38009033
630	0.379963333
631	0.3798476288
632	0.3797775347
633	0.3796864666
634	0.3796077705
635	0.3795379944
636	0.3793868151
637	0.3792752802
638	0.3791827779
639	0.3790837048
640	0.3789289864
641	0.3788220095
642	0.3787290987
643	0.3786292998
644	0.3785625744
645	0.3784256261
646	0.3783318374
647	0.3781989059
648	0.3780683478
649	0.3779609063
650	0.3778743033
651	0.3777456746
652	0.3776698948
653	0.377559066
654	0.3774559102
655	0.3773389964
656	0.3771959535
657	0.3771071339
658	0.3770274563
659	0.3769100712
660	0.376807886
661	0.3767239733
662	0.376633608
663	0.3765620697
664	0.3764694753
665	0.3763786623
666	0.3762852036
667	0.3761919218
668	0.3761026312
669	0.3760182435
670	0.375955208
671	0.3758937643
672	0.3757733096
673	0.3756866728
674	0.3755990694
675	0.3755113546
676	0.3754145334
677	0.3753503732
678	0.3752510646
679	0.3751627696
680	0.375094219
681	0.375010668
682	0.3749112826
683	0.3748314857
684	0.374740263
685	0.3746296918
686	0.374536042
687	0.3744407477
688	0.3743334511
689	0.3741476588
690	0.3740525753
691	0.3739596737
692	0.373886067
693	0.373802214
694	0.3737318461
695	0.3736492135
696	0.3735958996
697	0.3735094407
698	0.3733971959
699	0.3733369982
700	0.3732530785
701	0.3731728768
702	0.3730507056
703	0.3729704446
704	0.3729198584
705	0.3728131539
706	0.3726572467
707	0.3725764069
708	0.3724787037
709	0.3723944202
710	0.372300013
711	0.3722377254
712	0.3721592582
713	0.372074063
714	0.3719691321
715	0.3718725512
716	0.3718080588
717	0.3716485351
718	0.3715958583
719	0.3715000909
720	0.3714086337
721	0.3713265121
722	0.3711758571
723	0.3710616119
724	0.3709825644
725	0.3709284286
726	0.3708495986
727	0.3707344909
728	0.3706709217
729	0.370574583
730	0.37051586
731	0.3704341657
732	0.3703713948
733	0.370309391
734	0.3702242943
735	0.3701321523
736	0.370045928
737	0.3699694342
738	0.3699000336
739	0.3697953468
740	0.3697143718
741	0.3696384629
742	0.3695240706
743	0.3693545558
744	0.3692657852
745	0.3691554525
746	0.3690869593
747	0.3689621128
748	0.3688971537
749	0.3688379062
750	0.3687895595
751	0.3686228228
752	0.3685800936
753	0.3684923352
754	0.3683928925
755	0.3683308209
756	0.3682653751
757	0.368194221
758	0.3681091064
759	0.3679724161
760	0.3679041103
761	0.3677968322
762	0.3676984401
763	0.3676279357
764	0.3675268598
765	0.3673878752
766	0.3672674022
767	0.3671360844
768	0.3670876793
769	0.3669841714
770	0.3669120163
771	0.3668001803
772	0.3666981987
773	0.3665961534
774	0.3665031506
775	0.3664347362
776	0.3663206338
777	0.366118918
778	0.3660112716
779	0.3659494246
780	0.3658854086
781	0.365834892
782	0.3657418654
783	0.3656309872
784	0.365485554
785	0.3653954594
786	0.3653427628
787	0.3652512261
788	0.3651110226
789	0.3649994299
790	0.3648611378
791	0.3647880228
792	0.3647166997
793	0.3646083581
794	0.3645404356
795	0.3644164944
796	0.3643657797
797	0.3642988644
798	0.3642033019
799	0.3640918241
800	0.3640213557
801	0.3639651954
802	0.3638765477
803	0.3638119426
804	0.3637156026
805	0.3636261777
806	0.36352974
807	0.3634707121
808	0.363392956
809	0.3633192751
810	0.3632119535
811	0.3630924494
812	0.3629958187
813	0.3628815065
814	0.3628114242
815	0.3627479095
816	0.3626648595
817	0.3625953182
818	0.362499051
819	0.362427672
820	0.3623663853
821	0.3622797643
822	0.3621887675
823	0.3621082754
824	0.3620310594
825	0.3619614038
826	0.36185921
827	0.3617833441
828	0.3616855862
829	0.3616054201
830	0.361519086
831	0.3613492245
832	0.3612763991
833	0.3612152743
834	0.3611589174
835	0.361047947
836	0.3609710374
837	0.3608944497
838	0.3608119
839	0.3607023841
840	0.3606267908
841	0.3605584376
842	0.3604728595
843	0.3603416664
844	0.3602786298
845	0.3601855071
846	0.3600802472
847	0.3600076372
848	0.3599206663
849	0.3598296852
850	0.3597339288
851	0.3596554596
852	0.3594908776
853	0.3594124654
854	0.3593281894
855	0.3592565353
856	0.3591673809
857	0.359113726
858	0.3590424858
859	0.3589618604
860	0.3589095455
861	0.3588383722
862	0.35877039
863	0.3586493375
864	0.3585740469
865	0.358506552
866	0.3584240265
867	0.3583718505
868	0.3582885794
869	0.3582236254
870	0.3580891869
871	0.358026465
872	0.3579156877
873	0.3578583142
874	0.3577373402
875	0.3576145419
876	0.3574887878
877	0.3574077698
878	0.3573489849
879	0.3572505839
880	0.3572106189
881	0.3571319018
882	0.3569924822
883	0.3569454771
884	0.3568802669
885	0.3568088585
886	0.3567446636
887	0.3566092852
888	0.3565213711
889	0.3564323747
890	0.3563441378
891	0.3562609978
892	0.3562075235
893	0.3561512658
894	0.3560798654
895	0.35602026
896	0.3559489522
897	0.3558984683
898	0.3558251811
899	0.3557299681
900	0.3556632113
901	0.3556111285
902	0.3555578984
903	0.3554903956
904	0.3554218314
905	0.3553322871
906	0.35526792
907	0.3551311561
908	0.3550484589
909	0.3549778012
910	0.3549122773
911	0.3548356226
912	0.3547810566
913	0.3547296287
914	0.354679354
915	0.3546121447
916	0.3545225812
917	0.3544543722
918	0.3543915311
919	0.3543469174
920	0.3542906502
921	0.3542321981
922	0.3541500359
923	0.3540188217
924	0.3539534443
925	0.3538299824
926	0.3537555118
927	0.3536726335
928	0.353571171
929	0.353473691
930	0.3534128413
931	0.3533587438
932	0.3533199873
933	0.3532517141
934	0.3531895106
935	0.353126986
936	0.3529926446
937	0.3529296967
938	0.3528336434
939	0.3527381257
940	0.352617776
941	0.3525476416
942	0.3524665792
943	0.3523676037
944	0.3522728846
945	0.3521972594
946	0.3521605767
947	0.3520695268
948	0.3520052674
949	0.351929396
950	0.3518680862
951	0.3518045679
952	0.3517296751
953	0.3516628201
954	0.3516002652
955	0.3515466584
956	0.3514172831
957	0.3513700772
958	0.3512542264
959	0.3511967029
960	0.3511236827
961	0.3510637076
962	0.3509962186
963	0.3508968328
964	0.350844215
965	0.3507879682
966	0.3507128162
967	0.3506367893
968	0.3505735788
969	0.3504987332
970	0.3504248173
971	0.3503541022
972	0.3503051072
973	0.3502361793
974	0.3501317677
975	0.3500367791
976	0.3499645202
977	0.3498902756
978	0.3498066104
979	0.3497166404
980	0.3496272747
981	0.3495588
982	0.3494916002
983	0.3494392842
984	0.3493714134
985	0.3493066486
986	0.3492495602
987	0.3491973813
988	0.3491098954
989	0.3490454124
990	0.3489844795
991	0.3489151323
992	0.3488375781
993	0.3487078256
994	0.3486009187
995	0.3485354993
996	0.3484378056
997	0.3483557962
998	0.3482956257
999	0.3482192669
